Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
largeset/skew01/part01,1,1136.01,0,1108.40,58089832448.00,48265.64,110811897856.00,71111819264.00,1459633898,752514221,0,0,0,752501567,0
largeset/skew02/part01,2,675.87,0,653.79,59571322880.00,163423.47,102553894912.00,40184528896.00,727080633,376257512,3025166,916849,0,376250906,0
largeset/skew02/part02,2,675.87,1,660.44,59737022464.00,178699.44,103059292160.00,40413839360.00,727509956,376256778,3361119,877966,0,376250661,0
largeset/skew04/part01,4,417.63,0,397.14,49665159168.00,294722.38,81533665280.00,24077004800.00,364726430,188128838,14838446,1382277,0,188125476,0
largeset/skew04/part02,4,417.63,1,392.64,49224499200.00,275715.28,81013997568.00,23852748800.00,364670003,188128517,13605657,1396371,0,188125366,0
largeset/skew04/part03,4,417.63,2,395.61,50185240576.00,457614.88,81639694336.00,23861078016.00,364876126,188128307,14764293,1355725,0,188125296,0
largeset/skew04/part04,4,417.63,3,397.67,50074882048.00,273173.97,81397555200.00,24245344256.00,364261864,188128948,13643928,1382487,0,188125506,1
largeset/skew08/part01,8,305.36,0,280.62,65838706688.00,325362.44,89553289216.00,14482501632.00,181450027,94065430,28492633,1239459,0,94063065,0
largeset/skew08/part02,8,305.36,1,279.10,63791198208.00,272940.44,87623417856.00,14500142080.00,182215606,94063988,29718200,1171583,0,94062585,0
largeset/skew08/part03,8,305.36,2,281.61,66214371328.00,299441.44,89713860608.00,14446934016.00,182556145,94063850,29672961,1160763,0,94062545,0
largeset/skew08/part04,8,305.36,3,277.85,64075829248.00,376714.16,88867799040.00,14427196416.00,182198166,94064935,36474982,1237642,0,94062905,0
largeset/skew08/part05,8,305.36,4,280.35,63777050624.00,380914.88,87175823360.00,14270788608.00,182713888,94064508,29471379,1048373,0,94062765,1
largeset/skew08/part06,8,305.36,5,279.14,66615259136.00,85676.91,90758692864.00,14463626240.00,181924167,94063148,36211565,1339734,0,94062305,0
largeset/skew08/part07,8,305.36,6,284.35,67384721408.00,350428.47,90387136512.00,14832099328.00,181885326,94064352,30693711,1205393,0,94062705,2
largeset/skew08/part08,8,305.36,7,284.34,67711016960.00,388517.38,90547011584.00,14822451200.00,182597601,94064325,30601101,1156244,0,94062705,0
largeset/skew16/part01,16,1449.98,0,1393.34,1053574627328.00,877620.69,1068859392000.00,11581677568.00,91866840,47032281,330273426,189650,0,47031392,0
largeset/skew16/part02,16,1449.98,1,1379.18,1038622392320.00,1475496.50,1054027874304.00,11265108992.00,91840280,47032636,329342220,207269,0,47031513,0
largeset/skew16/part03,16,1449.98,2,1401.65,1069619478528.00,695927.44,1084595372032.00,11555712000.00,91643028,47031767,335406230,195801,0,47031222,0
largeset/skew16/part04,16,1449.98,3,1326.31,988704997376.00,616552.44,1003897946112.00,11352438784.00,91702074,47032093,316529186,187034,0,47031331,0
largeset/skew16/part05,16,1449.98,4,1414.07,1082587152384.00,815907.06,1097804087296.00,11390845952.00,91600719,47032138,333795777,217830,0,47031341,1
largeset/skew16/part06,16,1449.98,5,1421.10,1085601415168.00,348419.88,1100919209984.00,11404883968.00,92084793,47031647,332451961,185019,0,47031180,1
largeset/skew16/part07,16,1449.98,6,1420.38,1080893177856.00,1118382.62,1096011546624.00,11326528512.00,92089602,47032153,317976487,173091,0,47031349,1
largeset/skew16/part08,16,1449.98,7,1421.66,1091064365056.00,558029.25,1106065358848.00,11023513600.00,91597100,47032403,321649766,203776,0,47031433,0
largeset/skew16/part09,16,1449.98,8,1423.34,1094291292160.00,1189947.12,1108505526272.00,10920624128.00,92141247,47032318,312888046,168428,0,47031406,0
largeset/skew16/part10,16,1449.98,9,1364.24,1022895521792.00,1046258.06,1037249347584.00,10850317312.00,91813228,47032158,309323164,171681,0,47031353,0
largeset/skew16/part11,16,1449.98,10,1421.56,1095676067840.00,156039.84,1110212083712.00,10722393088.00,92062469,47031367,316237589,219041,0,47031088,0
largeset/skew16/part12,16,1449.98,11,1415.51,1080409980928.00,423498.16,1094865911808.00,11166546944.00,91662367,47031859,319605235,206656,0,47031251,0
largeset/skew16/part13,16,1449.98,12,1414.26,1072420749312.00,680814.62,1086955585536.00,11281494016.00,91808623,47031892,317654253,193579,0,47031264,0
largeset/skew16/part14,16,1449.98,13,1417.50,1084751544320.00,719141.12,1099082366976.00,11081346048.00,91960023,47032228,319828766,214655,0,47031374,1
largeset/skew16/part15,16,1449.98,14,1392.08,1053645733888.00,940127.88,1067738529792.00,10951219200.00,90170465,47032828,309658006,201296,0,47031575,0
largeset/skew16/part16,16,1449.98,15,1413.94,1063893991424.00,819463.06,1078472278016.00,11306115072.00,91926039,47032201,314747769,183285,0,47031367,0
largeset/skew32/part01,32,2040.96,0,1980.45,1518441725952.00,2261581.75,1530976796672.00,9463101440.00,45649917,23516236,175199741,182938,0,23515728,0
largeset/skew32/part02,32,2040.96,1,2007.41,1587438026752.00,2057908.25,1599771901952.00,9138238464.00,45809270,23516275,175323788,183383,0,23515742,0
largeset/skew32/part03,32,2040.96,2,1987.40,1540202823680.00,5256680.00,1552795172864.00,9424194560.00,45568282,23516855,175650561,203006,0,23515934,0
largeset/skew32/part04,32,2040.96,3,1978.56,1524844199936.00,1047384.69,1537414791168.00,9239789568.00,46109607,23515824,175497058,195906,0,23515591,0
largeset/skew32/part05,32,2040.96,4,2002.95,1567625052160.00,1559677.12,1580103761920.00,9216850944.00,46017999,23515829,175858077,183314,0,23515592,0
largeset/skew32/part06,32,2040.96,5,1997.12,1562411270144.00,822482.69,1574856425472.00,9269206016.00,45920579,23515758,176386053,181166,0,23515568,0
largeset/skew32/part07,32,2040.96,6,2010.29,1599892094976.00,1166425.00,1611933941760.00,8610594816.00,46113477,23515997,167600454,167563,0,23515648,0
largeset/skew32/part08,32,2040.96,7,1999.23,1567225282560.00,1151185.38,1579755110400.00,9087825920.00,46029802,23515987,170933375,190758,0,23515645,0
largeset/skew32/part09,32,2040.96,8,1975.16,1525443330048.00,522202.25,1538818310144.00,9236375552.00,45902792,23516152,177820065,238680,0,23515700,0
largeset/skew32/part10,32,2040.96,9,1927.67,1483435802624.00,704609.69,1496659918848.00,9226181632.00,45841004,23515929,174171741,253042,0,23515626,0
largeset/skew32/part11,32,2040.96,10,1961.57,1515081170944.00,1329341.50,1528505434112.00,9229027328.00,45841006,23515877,177278112,237717,0,23515608,0
largeset/skew32/part12,32,2040.96,11,1773.38,1302634299392.00,865495.31,1315855400960.00,9304019968.00,45597878,23515942,155906983,217872,0,23515631,0
largeset/skew32/part13,32,2040.96,12,1967.82,1518515912704.00,1005391.38,1531882897408.00,9028918272.00,45870607,23516207,177535802,222495,0,23515717,1
largeset/skew32/part14,32,2040.96,13,1976.11,1529750224896.00,1148904.50,1543150370816.00,9238648832.00,45926514,23515979,178275805,235438,0,23515642,0
largeset/skew32/part15,32,2040.96,14,1811.17,1360154460160.00,863490.81,1373577150464.00,9319762944.00,45267408,23516307,160854038,265939,0,23515750,0
largeset/skew32/part16,32,2040.96,15,1669.88,1207483236352.00,2327324.75,1220860051456.00,9314608128.00,45149972,23516535,146777352,285335,0,23515827,0
