Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/sorted16/part06,16,357.80,5,334.28,151744839680.00,375611.50,233967255552.00,43450478592.00,36296265,11125306,67708630,15122787,0,0,11125058
smallset/sorted16/part07,16,357.80,6,356.68,159502450688.00,276455.44,252645556224.00,45256404992.00,38620736,11125162,65035797,14839308,0,0,11125012
smallset/sorted16/part08,16,357.80,7,356.69,158734499840.00,310406.31,252386230272.00,44881149952.00,38604159,11125122,64631555,14679416,0,0,11125001
smallset/sorted16/part09,16,357.80,8,344.58,154207551488.00,657423.62,243030327296.00,45443567616.00,37408180,11125408,67783752,15520479,0,0,11125092
smallset/sorted16/part10,16,357.80,9,345.94,156160589824.00,369069.81,245123301376.00,45279256576.00,37698420,11125464,68266292,15339761,0,0,11125118
smallset/sorted16/part11,16,357.80,10,356.10,159769542656.00,162696.34,254962368512.00,45390684160.00,38407185,11125181,66416498,15432402,0,0,11125022
smallset/sorted16/part12,16,357.80,11,259.80,121864593408.00,1265610.88,176206856192.00,37836701696.00,30260844,11125754,51469804,12794067,0,0,11125199
smallset/sorted16/part13,16,357.80,12,355.58,160401604608.00,343927.88,254560387072.00,45684502528.00,38453213,11125247,67177066,15814169,0,0,11125044
smallset/sorted16/part14,16,357.80,13,354.18,160689389568.00,204580.64,253350674432.00,45524422656.00,38452053,11125401,67982160,15459934,0,0,11125092
smallset/sorted16/part15,16,357.80,14,355.02,157057695744.00,674030.75,250525253632.00,45392384000.00,38130232,11125390,66366729,15462844,0,0,11125088
smallset/sorted16/part16,16,357.80,15,356.69,159283789824.00,257641.67,252490481664.00,45228515328.00,38513013,11125309,65493516,15389463,0,0,11125065
smallset/skew32/part01,32,497.54,0,486.05,134356336640.00,2633421.25,403282657280.00,1104174976.00,19922043,5562834,40154382,70281,0,0,5562588
smallset/skew32/part02,32,497.54,1,493.42,134542614528.00,1906409.62,412238610432.00,1079030016.00,19456581,5562749,40768449,69119,0,0,5562559
smallset/skew32/part03,32,497.54,2,496.30,138778968064.00,1667002.38,416983449600.00,1085396608.00,20024660,5562728,39858955,70251,0,0,5562549
smallset/skew32/part04,32,497.54,3,494.71,138257383424.00,1786672.38,413484449792.00,1102968576.00,20029864,5562792,40181782,72344,0,0,5562571
smallset/skew32/part05,32,497.54,4,475.18,121912877056.00,2202280.25,393353461760.00,1080899584.00,19214807,5562752,41003106,68017,0,0,5562557
smallset/skew32/part06,32,497.54,5,493.93,136454692864.00,1453614.00,412709289984.00,1083481472.00,19811634,5562749,40442382,68162,0,0,5562557
smallset/skew32/part07,32,497.54,6,495.38,135543808000.00,2066339.62,413712515072.00,1080249216.00,19962453,5562812,39623581,67355,0,0,5562579
smallset/skew32/part08,32,497.54,7,494.95,137432743936.00,1951580.50,409864077312.00,1150449920.00,20000228,5562855,40490819,74631,0,0,5562593
smallset/skew32/part09,32,497.54,8,493.88,132877066240.00,2936048.00,411344338944.00,1151818240.00,19830491,5562948,42184333,76740,0,0,5562625
smallset/skew32/part10,32,497.54,9,495.42,134024699904.00,4745308.50,414476435456.00,1138270720.00,19870270,5562912,42048148,76161,0,0,5562611
smallset/skew32/part11,32,497.54,10,484.49,129844871168.00,2429013.75,400616652800.00,1153511680.00,19809173,5562858,42032857,74621,0,0,5562595
smallset/skew32/part12,32,497.54,11,475.75,118368198656.00,3470318.50,391889059840.00,1162394112.00,19068442,5562967,41378295,74311,0,0,5562633
smallset/skew32/part13,32,497.54,12,482.07,123544682496.00,1078439.12,401116561408.00,1124398080.00,19252407,5562651,41338015,73113,0,0,5562527
smallset/skew32/part14,32,497.54,13,439.99,103037050880.00,1235777.75,364942065664.00,1113407488.00,19804674,5562668,38076339,63157,0,0,5562533
smallset/skew32/part15,32,497.54,14,489.71,130730770432.00,1251649.38,409039273984.00,1117366784.00,19777579,5562621,41503522,72292,0,0,5562517
smallset/skew32/part16,32,497.54,15,490.98,133137858560.00,734982.25,411593998336.00,1108858880.00,19969669,5562609,41579694,75183,0,0,5562512
smallset/skew32/part17,32,497.54,16,447.10,105009094656.00,1199788.00,372872708096.00,1137185280.00,19823578,5562770,39217192,71433,0,0,5562561
smallset/skew32/part18,32,497.54,17,487.60,130620014592.00,1025283.88,409450708992.00,1123710592.00,20000242,5562596,42475057,74453,0,0,5562507
smallset/skew32/part19,32,497.54,18,487.63,128726286336.00,681018.06,407792222208.00,1160874368.00,19819354,5562601,42469134,77116,0,0,5562509
smallset/skew32/part20,32,497.54,19,443.15,102375555072.00,1798616.00,367528706048.00,1148873088.00,19821991,5562685,39167780,71204,0,0,5562537
smallset/skew32/part21,32,497.54,20,483.04,126954528768.00,1961541.50,403469467648.00,1160096640.00,19849758,5562722,42382679,75244,0,0,5562549
smallset/skew32/part22,32,497.54,21,475.59,118464618496.00,1669700.75,396163514368.00,1140540160.00,19276658,5562716,41897870,75626,0,0,5562547
smallset/skew32/part23,32,497.54,22,487.21,128468197376.00,778358.56,406049914880.00,1104414336.00,19858829,5562657,42985575,71971,0,0,5562529
smallset/skew32/part24,32,497.54,23,448.81,99639140352.00,1791161.12,369980473344.00,1170125440.00,19081977,5562750,39764135,75768,0,0,5562558
smallset/skew32/part25,32,497.54,24,479.00,124053889024.00,1051140.12,397649608704.00,1116012800.00,19952334,5562737,40337076,64876,0,0,5562553
smallset/skew32/part26,32,497.54,25,493.18,125429194752.00,2361825.75,410323845120.00,1098005248.00,19536401,5562815,39700342,64397,0,0,5562579
smallset/skew32/part27,32,497.54,26,496.40,130152120320.00,2396511.50,418591211520.00,1066917632.00,19950029,5562810,39143982,61135,0,0,5562581
smallset/skew32/part28,32,497.54,27,496.45,131616227328.00,2300085.75,418970042368.00,1063837760.00,20085323,5562841,39129430,62452,0,0,5562587
smallset/skew32/part29,32,497.54,28,470.54,113419304960.00,2329219.25,389682167808.00,1118091520.00,19390541,5562838,39066588,61767,0,0,5562589
smallset/skew32/part30,32,497.54,29,496.31,131136020480.00,1603535.25,418544156672.00,1066014272.00,19998060,5562710,39483289,62350,0,0,5562547
smallset/skew32/part31,32,497.54,30,495.53,131666739200.00,2468924.25,415230132224.00,1104252032.00,19976190,5562785,39402651,64980,0,0,5562571
smallset/skew32/part32,32,497.54,31,465.59,116511801344.00,2295604.50,384995131392.00,1131783040.00,19940836,5562879,39327413,60817,0,0,5562600
smallset/sorted32/part01,32,500.67,0,498.25,66422550528.00,0.00,291392454656.00,133722980352.00,19972337,5562641,27886143,18190134,0,0,5562521
smallset/sorted32/part02,32,500.67,1,479.24,62594363392.00,892775.25,270294777856.00,133312200704.00,19183740,5562858,27034663,18439146,0,0,5562595
smallset/sorted32/part03,32,500.67,2,499.40,65560449024.00,161378.52,298893115392.00,133594914816.00,19910731,5562618,27394996,17919534,0,0,5562513
smallset/sorted32/part04,32,500.67,3,498.83,61968973824.00,1006414.88,294988644352.00,133268160512.00,19312990,5562780,27771827,17913691,0,0,5562565
smallset/sorted32/part05,32,500.67,4,499.40,66233278464.00,1077718.62,299172397056.00,133097127936.00,19987983,5562693,27431963,17960900,0,0,5562537
smallset/sorted32/part06,32,500.67,5,497.33,62433017856.00,1527690.75,293762236416.00,132069670912.00,18796058,5562851,27831478,18357227,0,0,5562593
smallset/sorted32/part07,32,500.67,6,499.53,66592309248.00,513965.75,299369955328.00,133326389248.00,20046193,5562636,26849346,17522013,0,0,5562517
smallset/sorted32/part08,32,500.67,7,499.59,65788858368.00,401066.84,295273005056.00,134770622464.00,20092031,5562698,27356525,17481502,0,0,5562539
smallset/sorted32/part09,32,500.67,8,458.39,64325361664.00,222964.25,258854354944.00,135679148032.00,19707381,5562954,35025508,19184468,0,0,5562619
smallset/sorted32/part10,32,500.67,9,126.37,3470333440.00,367080.09,5869406208.00,111505022976.00,11125340,5563041,236904,15397492,0,0,5562651
smallset/sorted32/part11,32,500.67,10,463.66,64354025472.00,1135893.12,264536195072.00,135463501824.00,19704059,5562855,35812399,19004744,0,0,5562590
smallset/sorted32/part12,32,500.67,11,141.23,4302670848.00,898433.75,7084297216.00,123257987072.00,11125325,5563022,286595,16970195,0,0,5562647
smallset/sorted32/part13,32,500.67,12,451.53,61495865344.00,246647.05,255434506240.00,134833963008.00,19010926,5562640,33713155,19004314,0,0,5562519
smallset/sorted32/part14,32,500.67,13,455.27,63685861376.00,563393.25,260073553920.00,135263633408.00,19526718,5562593,33843708,19097287,0,0,5562509
smallset/sorted32/part15,32,500.67,14,438.15,62185553920.00,464223.25,244438679552.00,132808581120.00,18912758,5562631,32686099,19417427,0,0,5562519
smallset/sorted32/part16,32,500.67,15,393.61,62913613824.00,491578.66,203874320384.00,131535650816.00,18499497,5562716,27932750,19047538,0,0,5562548
smallset/sorted32/part17,32,500.67,16,491.49,63241474048.00,329922.88,290724216832.00,134701785088.00,19241624,5562605,30602207,17095247,0,0,5562511
smallset/sorted32/part18,32,500.67,17,458.11,64515633152.00,140902.14,255395741696.00,134518505472.00,19529820,5562646,28311224,17288690,0,0,5562527
smallset/sorted32/part19,32,500.67,18,497.81,68232228864.00,295174.47,299395514368.00,133526478848.00,19980969,5562598,30747928,16795953,0,0,5562505
smallset/sorted32/part20,32,500.67,19,497.69,68961746944.00,500894.69,299918131200.00,132411236352.00,19939938,5562621,30648229,16792289,0,0,5562509
smallset/sorted32/part21,32,500.67,20,465.51,65325318144.00,2242994.50,274235719680.00,129126506496.00,17628873,5562904,28460815,16347686,0,0,5562609
smallset/sorted32/part22,32,500.67,21,491.44,69291311104.00,6818.93,291410903040.00,132544602112.00,20002181,5562680,30284143,16496257,0,0,5562529
smallset/sorted32/part23,32,500.67,22,485.83,68735574016.00,127402.23,283222638592.00,132461961216.00,19934648,5562658,29791081,16922151,0,0,5562527
smallset/sorted32/part24,32,500.67,23,497.98,69060714496.00,684169.12,298255810560.00,131904831488.00,19889318,5562683,30733104,16908551,0,0,5562532
smallset/sorted32/part25,32,500.67,24,491.53,61906296832.00,272261.97,294671319040.00,133360951296.00,19150234,5562642,31997109,17367712,0,0,5562517
smallset/sorted32/part26,32,500.67,25,494.27,65707458560.00,3583011.25,297120792576.00,134153338880.00,19869542,5562689,31648138,17635494,0,0,5562531
smallset/sorted32/part27,32,500.67,26,112.65,2901049088.00,1176661.88,5237569024.00,98549882880.00,11125928,5563923,256141,13359550,0,0,5562945
smallset/sorted32/part28,32,500.67,27,473.66,65463431168.00,570070.56,274601885696.00,134683090944.00,19885906,5562753,31399158,17562125,0,0,5562557
smallset/sorted32/part29,32,500.67,28,480.14,65306828800.00,204396.34,281482297344.00,134586785792.00,19904209,5562750,31459308,17488593,0,0,5562553
smallset/sorted32/part30,32,500.67,29,494.54,64843300864.00,787787.00,297111060480.00,135055417344.00,19803564,5562692,31679002,17553838,0,0,5562535
smallset/sorted32/part31,32,500.67,30,494.28,65338318848.00,0.00,297756590080.00,134971670528.00,19915419,5562527,31714518,17518802,0,0,5562476
smallset/sorted32/part32,32,500.67,31,421.41,63531548672.00,780712.69,230486949888.00,131448020992.00,18306086,5562760,28564263,17275278,0,0,5562562
